Stop_name, stop_Long, stop_Lat
Fulton St & 37th Ave, 37.7719, -122.497
Fulton St & 46th Ave, 37.7716, -122.507
Fulton St & Arguello Blvd, 37.7744, -122.458
Fulton St & Clayton St, 37.7754, -122.45
Fulton St & Great Hwy, 37.7714, -122.511
Fulton St & La Playa St, 37.7713, -122.509
Fulton St & Masonic Ave, 37.7758, -122.446
Fulton St & Park Presidio Blvd, 37.7732, -122.472
Fulton St & Parker Ave, 37.775, -122.453
Fulton St & Shrader St, 37.775, -122.452
Fulton St & Stanyan St, 37.7748, -122.455
Fulton St & Stanyan StW, 37.7748, -122.455
Fowler Ave & Portola Dr, 37.7444, -122.453
Garfield St & Beverly St, 37.7197, -122.472
Garfield St & Bright St, 37.72, -122.463
Geary Blvd & 3rd Ave, 37.7812, -122.461
Geary Blvd & 6th Ave, 37.7811, -122.464
Geary Blvd & 9th Ave, 37.781, -122.468
Geary Blvd & 17th Ave, 37.7806, -122.476
Geary Blvd & 20th Ave, 37.7804, -122.48
Geary Blvd & 22nd Ave, 37.7802, -122.482
Geary Blvd & 23rd Ave, 37.7802, -122.482
Geary Blvd & 25th Ave, 37.7802, -122.485
3rd St & 4th St, 37.7726, -122.39
Bacon St & San Bruno Ave, 37.7279, -122.403
Bacon St & Somerset St, 37.7267, -122.407
Baker Beach Parking Lot SW, 37.7902, -122.482
Baker St & Greenwich St, 37.7976, -122.446
Bay St & Midway St, 37.8061, -122.409
Balboa St & 4th Ave, 37.7774, -122.462
Balboa St & 6th Ave, 37.7773, -122.464
Balboa St & 8th Ave, 37.7772, -122.466
Balboa St & 10th Ave, 37.7771, -122.468
Balboa St & 12th Ave, 37.777, -122.47
Balboa St & 17th Ave, 37.7768, -122.476
Balboa St & 19th Ave, 37.7767, -122.478
Balboa St & 21st Ave, 37.7766, -122.48
Balboa St & 23rd Ave, 37.7765, -122.482
Balboa St & 25th Ave, 37.7764, -122.485
Balboa St & 28th Ave, 37.7762, -122.488
Balboa St & 30th Ave, 37.7761, -122.49
Balboa St & 32nd Ave, 37.776, -122.492
Balboa St & 34th Ave, 37.7758, -122.494
Balboa St & 35th Ave, 37.7759, -122.495
Balboa St & 37th Ave, 37.7758, -122.497
Balboa St & 40th Ave, 37.7756, -122.5
Balboa St & 43rd Ave, 37.7755, -122.504
Balboa St & Arguello Blvd, 37.7775, -122.459
Balboa St & Park Presidio Blvd, 37.7769, -122.472
Broderick St & Bay St, 37.8015, -122.445
Broderick St & Beach St, 37.8034, -122.445
Broderick St & Francisco St, 37.8006, -122.445
Broderick St & Jefferson St, 37.8043, -122.445
Broderick St & North Point St, 37.8025, -122.445
Broadway & Columbus Ave, 37.7978, -122.406
Broadway & Montgomery St, 37.7981, -122.404
Broadway & Steiner St, 37.7941, -122.436
Broadway & Stockton St, 37.7976, -122.408
Beale St & Mission St, 37.7919, -122.397
Beach St & Mason St, 37.8074, -122.414
Beach St & Polk St, 37.8064, -122.423
Beach St & Stockton St, 37.8078, -122.411
Bemis St & Moffitt St, 37.7367, -122.431
3rd St & 20th St, 37.7608, -122.388
3rd St & 23rd St, 37.7557, -122.388
3rd St & Bayview St, 37.7322, -122.392
3rd St & Brannan St, 37.7793, -122.393
9th Ave & Lincoln Way, 37.7659, -122.466
9th Ave & Moraga St, 37.7567, -122.466
9th Ave & Noriega St, 37.7548, -122.466
9th Ave & Ortega St, 37.7529, -122.466
9th St & Avenue H, 37.8252, -122.37
10th Ave & Ortega St, 37.7527, -122.466
10th Ave & Pacheco St, 37.7509, -122.466
10th Ave & Quintara St, 37.7493, -122.466
11th St & Bryant St, 37.7698, -122.411
11th St & Harrison St, 37.7707, -122.413
11th St & Howard St, 37.7733, -122.416
11th St & Mission St, 37.774, -122.417
11th St & Market St, 37.7755, -122.419
14th Ave & Quintara St, 37.7489, -122.471
14th Ave & Santiago St, 37.745, -122.47
14th Ave & Taraval St, 37.7434, -122.47
14th Ave & Ulloa St, 37.7416, -122.47
14th St & Alpine Ter, 37.7673, -122.437
14th St & Church St, 37.7678, -122.429
14th St & Castro St, 37.7674, -122.436
14th St & Noe St, 37.7675, -122.433
14th St & Sanchez St, 37.7677, -122.431
15th Ave & Noriega St, 37.7541, -122.472
15th Ave & Ortega St, 37.7527, -122.472
15th Ave & Pacheco St, 37.7508, -122.472
15th Ave & Quintara St, 37.7489, -122.472
15th Ave & Taraval St, 37.7431, -122.471
15th Ave & West Portal Ave, 37.7364, -122.47
16th Ave & Lawton St, 37.7581, -122.474
16th Ave & Lomita Ave, 37.757, -122.474
16th Ave & Moraga St, 37.7563, -122.474
16th Ave & Noriega St, 37.7542, -122.473
16th Ave & Ortega St, 37.7524, -122.473
16th Ave & Pacheco St, 37.7505, -122.473
16th St & Bryant St, 37.7657, -122.41
16th St & Church St, 37.7646, -122.429
16th St & Dolores St, 37.7647, -122.427
16th St & Mission St, 37.7652, -122.42
16th St & Potrero Ave, 37.7658, -122.408
16th St & Shotwell St, 37.7652, -122.416
16th St & Valencia St, 37.765, -122.422
17th Ave & Rivera St, 37.747, -122.474
17th Ave & Santiago St, 37.7451, -122.474
17th St & Belvedere St, 37.7618, -122.448
17th St & Clayton St, 37.7619, -122.447
17th St & Cole St, 37.7617, -122.449
17th St & Castro St, 37.7626, -122.435
17th St & Diamond St, 37.7624, -122.437
Diamond St & 25th St, 37.7496, -122.436
Diamond St & 26th St, 37.7479, -122.436
Diamond St & 27th St, 37.7463, -122.436
Diamond St & 28th St, 37.7447, -122.436
Diamond St & 29th St, 37.7432, -122.436
Diamond St & Arbor St, 37.7387, -122.434
Diamond St & Cesar Chavez St, 37.7471, -122.436
Diamond St & Bosworth St, 37.7335, -122.434
Diamond St & Chenery St, 37.7345, -122.434
Diamond St & Clipper St, 37.7489, -122.436
Diamond St & Conrad St, 37.7383, -122.436
Diamond St & Diamond Heights Blvd, 37.7416, -122.435
Diamond St & Duncan St, 37.7456, -122.436
Diamond St & Moffitt St, 37.7388, -122.435
Diamond St & Surrey St, 37.7362, -122.434
Diamond St & Sussex St, 37.7373, -122.435
Divisadero St & Beach St, 37.8038, -122.444
Divisadero St & Bush St, 37.7863, -122.44
Divisadero St & California St, 37.7882, -122.44
Divisadero St & Chestnut St, 37.8001, -122.443
Divisadero St & Clay St, 37.79, -122.441
Divisadero St & Eddy St, 37.7806, -122.439
Divisadero St & Francisco St, 37.801, -122.443
Divisadero St & Geary Blvd, 37.7834, -122.439
Divisadero St & Haight St, 37.7713, -122.437
Divisadero St & Hayes St, 37.7751, -122.438
Divisadero St & Jackson St, 37.7915, -122.441
Divisadero St & Mcallister St, 37.7779, -122.438
Divisadero St & North Point St, 37.8028, -122.444
Divisadero St & Oak St, 37.7732, -122.437
Divisadero St & Pine St, 37.787, -122.44
Divisadero St & Sutter St, 37.7853, -122.44
Division St & Bryant St, 37.7693, -122.411
Division St & Rhode Island St, 37.7698, -122.403
Division St & Townsend St, 37.7699, -122.403
Delta St & Tioga Ave, 37.7173, -122.408
Douglass St & 24th St, 37.7511, -122.439
Douglass St & Alvarado St, 37.7535, -122.439
Drumm St & California St, 37.794, -122.396
Duncan St & Cameo Way, 37.7452, -122.443
Duncan St & Diamond Heights Blvd, 37.7453, -122.44
Earl St & Kirkwood Ave, 37.7288, -122.373
21st St & Douglass St, 37.7554, -122.439
22nd Ave & Irving St, 37.7637, -122.48
22nd Ave & Judah St, 37.7615, -122.48
22nd Ave & Kirkham St, 37.7596, -122.48
22nd Ave & Lawton St, 37.7578, -122.48
22nd Ave & Lincoln Way, 37.7652, -122.48
22nd Ave & Moraga St, 37.7559, -122.48
22nd Ave & Noriega St, 37.7543, -122.48
22nd St & Iowa St, 37.7578, -122.392
22nd St & Minnesota St, 37.7579, -122.39
23rd Ave & Irving St, 37.7631, -122.481
23rd Ave & Judah St, 37.7616, -122.481
23rd Ave & Kirkham St, 37.7597, -122.481
23rd Ave & Lawton St, 37.7579, -122.481
23rd Ave & Lincoln Way, 37.765, -122.482
23rd Ave & Moraga St, 37.756, -122.481
23rd Ave & Noriega St, 37.7541, -122.481
23rd St & Kansas St, 37.7544, -122.403
23rd St & Rhode Island St, 37.7545, -122.402
23rd St & Utah St, 37.7544, -122.405
23rd St & Vermont St, 37.7545, -122.404
24th St & Bryant St, 37.7529, -122.409
24th St & Church St, 37.7518, -122.427
24th St & Castro St, 37.7514, -122.434
24th St & Diamond St, 37.7511, -122.436
24th St & Dolores St, 37.7519, -122.425
24th St & Douglass St, 37.7511, -122.438
24th St & Folsom St, 37.7526, -122.414
24th St & Guerrero St, 37.752, -122.423
24th St & Harrison St, 37.7527, -122.412
24th St & Hoffman Ave, 37.751, -122.441
24th St & Mission St, 37.7523, -122.418
24th St & Potrero Ave, 37.753, -122.407
24th St & Sanchez St, 37.7516, -122.43
24th St & South Van Ness Ave, 37.7524, -122.416
24th St & Valencia St, 37.7522, -122.421
25th Ave & Balboa St, 37.7764, -122.485
25th Ave & Clement St, 37.7821, -122.485
25th Ave & El Camino Del Mar, 37.7875, -122.485
25th Ave & Fulton St, 37.7727, -122.484
25th Ave & Geary Blvd, 37.7803, -122.485
25th St & Connecticut St, 37.7524, -122.396
25th St & Dakota St, 37.7525, -122.395
25th St & Potrero Ave, 37.7514, -122.407
25th St & Wisconsin St, 37.7522, -122.398
Wisconsin St &  25th St, 37.752, -122.398
26th St & Castro St, 37.7481, -122.434
26th St & De Haro St, 37.7509, -122.4
26th St & Noe St, 37.7483, -122.432
26th St & Rhode Island St, 37.7507, -122.401
26th St & Wisconsin St, 37.7511, -122.399
29th Ave & Vicente St, 37.739, -122.486
Alemany Blvd & St Charles Ave, 37.7104, -122.469
Alemany Blvd & Victoria St, 37.7118, -122.465
Arch St & Alemany Blvd, 37.7117, -122.467
Arguello Blvd & Balboa St, 37.7771, -122.459
Arguello Blvd & California St, 37.7856, -122.459
Arguello Blvd & Clement St, 37.7831, -122.459
Arguello Blvd & Euclid Ave, 37.7837, -122.459
Arguello Blvd & Fulton St, 37.7744, -122.458
Arguello Blvd & Turk St, 37.7775, -122.459
Ashbury St & Clifford Ter, 37.7643, -122.446
Ashbury St & Haight St, 37.7699, -122.447
Ashbury St & Piedmont St, 37.7653, -122.446
Ashbury St & Waller St, 37.7692, -122.447
Avenue B & Gateview Ave, 37.827, -122.377
Avalon Ave & La Grande Ave, 37.7247, -122.424
Avalon Ave & Peru Ave, 37.7251, -122.423
Bacon St & Girard St, 37.7274, -122.405
Bacon St & Goettingen St, 37.7269, -122.406
Beverly St & Garfield St, 37.7197, -122.472
Bernal Heights Blvd & Bradford St, 37.7418, -122.41
Bernal Heights Blvd & Powhattan Ave, 37.7415, -122.411
Bosworth St & Elk St, 37.7349, -122.44
Bosworth St & Diamond St, 37.7336, -122.434
Bosworth St & Lippard Ave, 37.7339, -122.436
Bosworth St & Marsily St, 37.7335, -122.428
Bosworth St & Milton St, 37.7335, -122.429
Bosworth St & Mission St, 37.7337, -122.427
Bosworth St & Rotteck St, 37.7332, -122.431
Bowley St & Lincoln Blvd, 37.7921, -122.482
Bradford St & Bernal Heights Blvd, 37.742, -122.409
Bradford St & Esmeralda Ave, 37.7429, -122.409
Burnett Ave & Crestline Dr, 37.7491, -122.445
Broad St & Capitol Ave, 37.7132, -122.459
Broad St & Orizaba Ave, 37.7132, -122.462
Broad St & Plymouth Ave, 37.7132, -122.456
Bridge View Dr & Scotia Ave, 37.7318, -122.399
Bridge View Dr & Topeka Ave, 37.7332, -122.398
Bryant St & 4th St, 37.7795, -122.398
Bryant St & 5th St, 37.778, -122.4
Miraloma Dr & Marne Ave, 37.7401, -122.459
Miraloma Dr & Yerba Buena Ave, 37.7355, -122.461
Mission St & 1st St, 37.7899, -122.397
Mission St & 2nd St, 37.7878, -122.4
Mission St & 3rd St, 37.7865, -122.402
Mission St & 4th St, 37.7846, -122.404
Mission St & 5th St, 37.7827, -122.407
Mission St & 6th St, 37.7812, -122.408
Mission St & 8th St, 37.7772, -122.414
Mission St & 9th St, 37.7765, -122.414
Mission St & 11th St, 37.7749, -122.416
Mission St & 13th St, 37.7705, -122.42
Mission St & 14th St, 37.7686, -122.42
Mission St & 16th St, 37.7651, -122.42
Mission St & 18th St, 37.7626, -122.419
Mission St & 20th St, 37.7591, -122.419
Mission St & 22nd St, 37.7558, -122.419
Mission St & 24th St, 37.7524, -122.418
Mission St & 26th St, 37.7495, -122.418
Mission St & 30th St, 37.7424, -122.422
4080 Mission St, 37.7322, -122.428
Mission St & Acton St, 37.7088, -122.453
Mission St & Allison St, 37.7145, -122.443
Mission St & Appleton Ave, 37.7389, -122.424
Mission St & Beale St, 37.7911, -122.396
Mission St & Bosworth St, 37.7333, -122.427
Mission St & Cortland Ave, 37.7411, -122.423
Mission St & Evergreen St, 37.7074, -122.457
Mission St & Excelsior Ave, 37.7264, -122.434
Mission St & Flournoy St, 37.7068, -122.459
Mission St & Foote Ave, 37.7128, -122.445
Mission St & Francis St, 37.7263, -122.434
Mission St & Geneva Ave, 37.7165, -122.441
Mission St & GoeThe St, 37.7074, -122.457
Mission St & Guttenberg St, 37.7125, -122.445
Mission St & Highland Ave, 37.7374, -122.424
Mission St & Italy Ave, 37.7192, -122.439
Mission St & Lawrence Ave, 37.7095, -122.451
Mission St & Lowell St, 37.7115, -122.446
Mission St & Main St, 37.792, -122.395
Mission St & Mt Vernon Ave, 37.7147, -122.443
Mission St & Murray St, 37.734, -122.426
Mission St & Oliver St, 37.7096, -122.45
Mission St & Onondaga Ave, 37.7213, -122.437
Mission St & Persia Ave, 37.7234, -122.436
Farnum St & Moffitt St, 37.7383, -122.434
Felton St & Amherst St, 37.727, -122.416
Felton St & Cambridge St, 37.7264, -122.419
Felton St & Harvard St, 37.726, -122.42
Felton St & Madison St, 37.7256, -122.422
Felton St & Peru Ave, 37.7252, -122.423
Felton St & University St, 37.7274, -122.415
Fillmore St & Bay St, 37.8026, -122.437
Fillmore St & Broadway, 37.7942, -122.435
Fillmore St & Beach St, 37.8044, -122.437
Fillmore St & Chestnut St, 37.8011, -122.436
Fillmore St & Cervantes Blvd, 37.8028, -122.437
Fillmore St & Eddy St, 37.7817, -122.432
Fillmore St & Golden Gate Ave, 37.7799, -122.432
Fillmore St & Geary Blvd, 37.7847, -122.433
Fillmore St & Grove St, 37.777, -122.431
Fillmore St & Hayes St, 37.7761, -122.431
Fillmore St & Jackson St, 37.7928, -122.435
Fillmore St & Jefferson St, 37.8056, -122.437
Fillmore St & Lombard St, 37.7997, -122.436
Fillmore St & Mcallister St, 37.7785, -122.432
Fillmore St & North Point St, 37.8035, -122.437
Fillmore St & Oak St, 37.7743, -122.431
Fillmore St & O'Farrell St, 37.7832, -122.433
Fillmore St & Pine St, 37.788, -122.434
Fillmore St & Sacramento St, 37.7899, -122.434
Fillmore St & Sutter St, 37.7861, -122.433
Fillmore St & Turk St, 37.7802, -122.432
Fillmore St & Union St, 37.7974, -122.435
Fitzgerald Ave & Hawes St, 37.7199, -122.39
Fitzgerald Ave & Ingalls St, 37.721, -122.391
Fitzgerald Ave & Jennings St, 37.722, -122.393
Fitzgerald Ave & Keith St, 37.7229, -122.395
Foerster St & Flood Ave, 37.7298, -122.449
Foerster St & Judson Ave, 37.7285, -122.449
Foerster St & Mangels Ave, 37.7332, -122.449
Foerster St & Teresita Blvd, 37.7342, -122.449
Folsom St & 1st St, 37.7873, -122.394
Folsom St & 3rd St, 37.7839, -122.399
Folsom St & 4th St, 37.782, -122.401
Folsom St & 5th St, 37.7804, -122.403
Folsom St & 6th St, 37.7786, -122.405
Folsom St & 7th St, 37.7766, -122.408
Folsom St & 8th St, 37.7751, -122.41
Folsom St & 9th St, 37.7739, -122.411
Folsom St & 11th St, 37.7719, -122.414
Folsom St & 14th St, 37.7685, -122.416
Folsom St & 16th St, 37.7656, -122.415
Folsom St & 18th St, 37.7622, -122.415
Folsom St & 22nd St, 37.756, -122.414
Ocean Ave & Victoria St, 37.726, -122.464
Ocean Ave & Westgate Dr, 37.7272, -122.466
O'Farrell St & Grant Ave, 37.7866, -122.406
O'Farrell St & Larkin St, 37.7851, -122.418
O'Farrell St & Leavenworth St, 37.7855, -122.414
O'Farrell St & Powell St, 37.7863, -122.408
O'Farrell St & Van Ness Ave, 37.7847, -122.421
Oakpark Dr & Forest Knolls Dr, 37.7553, -122.455
Olympia Way & Clarendon Ave, 37.7515, -122.456
Olympia Way & Dellbrook Ave, 37.7513, -122.454
Olympia Way & Panorama Dr, 37.7513, -122.452
Orizaba Ave & Broad St, 37.7133, -122.463
Ortega St & 9th Ave, 37.7528, -122.466
Ortega St & 10th Ave, 37.7529, -122.466
Ortega St & 48th Ave, 37.751, -122.507
100 O'Shaughnessy Blvd, 37.7445, -122.451
O'Shaughnessy Blvd & Del Vale Ave, 37.7414, -122.446
O'Shaughnessy Blvd & Malta Dr, 37.7366, -122.443
150 Otis St, 37.7716, -122.42
Otis St & 12th St, 37.7728, -122.419
Pacific Ave & Grant Ave, 37.797, -122.407
Pacific Ave & Hyde St, 37.7956, -122.418
Pacific Ave & Jones St, 37.796, -122.415
Pacific Ave & Kearny St, 37.7972, -122.405
Pacific Ave & Larkin St, 37.7953, -122.42
Pacific Ave & Leavenworth St, 37.7958, -122.417
Pacific Ave & Mason St, 37.7964, -122.412
Pacific Ave & Montgomery St, 37.7974, -122.404
Pacific Ave & Polk St, 37.7951, -122.421
Pacific Ave & Sansome St, 37.7975, -122.402
Pacific Ave & Taylor St, 37.7962, -122.413
Palou Ave & Crespi Dr, 37.728, -122.38
Palou Ave & Hawes St, 37.7287, -122.381
Palou Ave & Industrial St, 37.7395, -122.401
Palou Ave & Ingalls St, 37.7294, -122.383
Palou Ave & Jennings St, 37.7308, -122.385
Palou Ave & Keith St, 37.7319, -122.387
Palou Ave & Lane St, 37.7329, -122.389
Palou Ave & Phelps St, 37.7361, -122.395
Palou Ave & Quint St, 37.7372, -122.396
Palou Ave & Rankin St, 37.7382, -122.398
Parnassus Ave & 4th Ave, 37.7627, -122.461
500 Parnassus Ave, 37.7633, -122.459
Parnassus Ave & Cole St, 37.7649, -122.45
Parnassus Ave & Hillway Ave, 37.7638, -122.457
Parnassus Ave & Shrader St, 37.7648, -122.451
Parnassus Ave & Stanyan St, 37.7645, -122.453
Parnassus Ave & Willard St, 37.7644, -122.455
Paul Ave & Bay Shore Blvd, 37.7236, -122.401
Paul Ave & Carr St, 37.7225, -122.396
Paul Ave & Crane St, 37.7233, -122.399
Paul Ave & Gould St, 37.723, -122.398
Paul Ave & San Bruno Ave, 37.7239, -122.402
Paul Ave & Wheat St, 37.7234, -122.4
Persia Ave & Athens St, 37.7201, -122.43
Persia Ave & Brazil Ave, 37.7178, -122.423
Persia Ave & Madrid St, 37.7216, -122.433
Persia Ave & Mission St, 37.7231, -122.436
Persia Ave & Moscow St, 37.7197, -122.429
Persia Ave & Naples St, 37.7209, -122.431
Persia Ave & Paris St, 37.7224, -122.434
Persia Ave & Prague St, 37.719, -122.427
City College Bookstore, 37.7241, -122.452
Frida Khalo Way & Judson Ave, 37.7276, -122.452
City College Terminal, 37.7237, -122.453
City College Ocean Campus, 37.726, -122.452
Phelps St & Carroll Ave, 37.7291, -122.401
Phelps St & Donner Ave, 37.7285, -122.401
Phelps St & Egbert Ave, 37.7281, -122.402
Phelps St & Williams Ave, 37.7302, -122.4
Pine St & Montgomery St, 37.7919, -122.403
Park Presidio Blvd & Balboa St, 37.7772, -122.472
Park Presidio & California Street, 37.7841, -122.473
Park Presidio Blvd & California St, 37.7845, -122.473
Park Presidio Blvd & Fulton St, 37.7732, -122.472
Park Presidio Blvd & Geary Blvd, 37.7803, -122.472
Gilman Ave & Bill Walsh Way, 37.7175, -122.387
San Bruno Ave & Wilde Ave, 37.7168, -122.4
San Bruno Ave & Wayland St, 37.7264, -122.403
Santa Clara Ave & Monterey Blvd, 37.7332, -122.466
Santa Clara Ave & Saint Francis Blvd, 37.7349, -122.466
Schwerin St & Garrison Ave, 37.7093, -122.412
Schwerin St & Geneva Ave, 37.7066, -122.413
Schwerin St & Macdonald Ave, 37.7069, -122.413
Schwerin St & Sunnydale Ave, 37.7105, -122.411
Schwerin St & Velasco Ave, 37.7083, -122.412
Silver Ave & Alemany Blvd, 37.7298, -122.433
Silver Ave & Augusta St, 37.7343, -122.403
Silver Ave & Boylston St, 37.7309, -122.411
Silver Ave & Cambridge St, 37.7291, -122.419
Silver Ave & Charter Oak Ave, 37.7333, -122.404
Silver Ave & Congdon St, 37.7287, -122.426
Silver Ave & Dartmouth St, 37.7299, -122.413
Silver Ave & Gambier St, 37.7289, -122.423
Silver Ave & Merrill St, 37.7315, -122.409
Silver Ave & Mission St, 37.7289, -122.431
Silver Ave & Princeton St, 37.729, -122.416
Silver Ave & Revere Ave, 37.7363, -122.399
Silver Ave & San Bruno Ave, 37.7324, -122.406
Silver Ave & Topeka Ave, 37.7353, -122.401
Starr King Way & Gough St, 37.785, -122.424
Skyview Way & Aquavista Way, 37.7512, -122.45
Skyview Way & City View Way, 37.7489, -122.45
Skyview Way & Gladeview Dr, 37.7499, -122.45
Skyline Blvd & Zoo Rd, 37.7282, -122.502
Skyline Blvd & Harding Rd, 37.7264, -122.502
Skyline Blvd & Lake Merced Blvd, 37.7311, -122.499
Sloat Blvd & 19th Ave, 37.7348, -122.474
Sloat Blvd & 21st Ave, 37.7348, -122.477
Sloat Blvd & 23rd Ave, 37.7344, -122.48
Sloat Blvd & 26th Ave, 37.7343, -122.482
Sloat Blvd & 34th Ave, 37.7341, -122.492
Sloat Blvd & 36th Ave, 37.7341, -122.493
Sloat Blvd & 37th Ave, 37.7337, -122.495
Sloat Blvd & 39th Ave, 37.7339, -122.497
Sloat Blvd & 41st Ave, 37.7346, -122.499
Sloat Blvd & 45th Ave, 37.7356, -122.503
Sloat Blvd & Clearfield Dr, 37.7338, -122.492
Sloat Blvd & Constanso Way, 37.7342, -122.489
Sloat Blvd & Crestlake Dr, 37.7347, -122.48
Sloat Blvd & El Mirasol Pl, 37.7344, -122.486
Sloat Blvd & Everglade Dr, 37.734, -122.49
Sloat Blvd & Forest View Dr, 37.7342, -122.484
Sloat Blvd & Paraiso Pl, 37.7346, -122.482
Sloat Blvd & Skyline Blvd, 37.7337, -122.497
Sloat Blvd & Sylvan Dr, 37.7341, -122.486
Sloat Blvd & Vale Ave, 37.7345, -122.484
