to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
Church St & 30th St,Chenery St & 30th St,37.74219894,-122.42600250,37.74200058,-122.42600250
Church St & 30th St,30th St & Sanchez St,37.74219894,-122.42600250,37.74200058,-122.42900085
Church St & Clipper St,24th St & Church St,37.74940109,-122.42700195,37.75180054,-122.42700195
Church St & Clipper St,24th St & Sanchez St,37.74940109,-122.42700195,37.75159836,-122.43000031
Church St & Clipper St,24th St & Dolores St,37.74940109,-122.42700195,37.75189972,-122.42500305
Church St & Day St,30th St & Church St,37.74280167,-122.42700195,37.74219894,-122.42600250
Church St & Day St,Chenery St & 30th St,37.74280167,-122.42700195,37.74200058,-122.42600250
Church St & Day St,30th St & Sanchez St,37.74280167,-122.42700195,37.74200058,-122.42900085
Clay St & Drumm St,Clay St & Front St,37.79529953,-122.39700317,37.79510117,-122.39900208
Clay St & Drumm St,Drumm St & California St,37.79529953,-122.39700317,37.79399872,-122.39600372
Clay St & Drumm St,California St & Drumm St,37.79529953,-122.39700317,37.79370117,-122.39600372
Clay St & Franklin St,Gough St & Sacramento St,37.79190063,-122.42400360,37.79100037,-122.42600250
Clay St & Franklin St,Van Ness Ave & Clay St,37.79190063,-122.42400360,37.79209900,-122.42299652
Clay St & Franklin St,Van Ness Ave & Sacramento St,37.79190063,-122.42400360,37.79130173,-122.42299652
Clay St & Front St,Sacramento St & Battery St,37.79510117,-122.39900208,37.79420090,-122.40000153
Clay St & Front St,California St & Front St,37.79510117,-122.39900208,37.79339981,-122.39900208
Clay St & Front St,Clay St & Sansome St,37.79510117,-122.39900208,37.79479980,-122.40100098
Clay St & Grant Ave,Stockton St & Clay St,37.79430008,-122.40599823,37.79380035,-122.40799713
Clay St & Grant Ave,Stockton St & Sacramento St,37.79430008,-122.40599823,37.79349899,-122.40799713
Clay St & Grant Ave,Stockton St & Washington St,37.79430008,-122.40599823,37.79470062,-122.40799713
Clay St & Hyde St,Hyde St & Clay St,37.79280090,-122.41799927,37.79290009,-122.41799927
Clay St & Hyde St,Washington St & Larkin St,37.79280090,-122.41799927,37.79339981,-122.41999817
Clay St & Hyde St,Hyde St & California St,37.79280090,-122.41799927,37.79109955,-122.41699982
Clay St & Jones St,Washington St & Jones St,37.79320145,-122.41500092,37.79399872,-122.41500092
Clay St & Jones St,Washington St & Leavenworth St,37.79320145,-122.41500092,37.79380035,-122.41600037
Clay St & Jones St,Washington St & Taylor St,37.79320145,-122.41500092,37.79430008,-122.41300201
Clay St & Kearny St,Kearny St & Clay St,37.79449844,-122.40399933,37.79470062,-122.40499878
Clay St & Kearny St,Kearny St & California St,37.79449844,-122.40399933,37.79290009,-122.40399933
Clay St & Kearny St,California St & Kearny St,37.79449844,-122.40399933,37.79270172,-122.40399933
Clay St & Larkin St,Polk St & Sacramento St,37.79249954,-122.41999817,37.79169846,-122.42099762
Clay St & Larkin St,Hyde St & Clay St,37.79249954,-122.41999817,37.79290009,-122.41799927
Clay St & Larkin St,Polk St & Washington St,37.79249954,-122.41999817,37.79349899,-122.42099762
Clay St & Leavenworth St,Washington St & Leavenworth St,37.79299927,-122.41600037,37.79380035,-122.41600037
Clay St & Leavenworth St,Hyde St & Clay St,37.79299927,-122.41600037,37.79290009,-122.41799927
Clay St & Leavenworth St,Washington St & Jones St,37.79299927,-122.41600037,37.79399872,-122.41500092
Clay St & Mason St,Mason St & Washington St,37.79370117,-122.41100311,37.79449844,-122.41100311
Clay St & Mason St,Washington St & Mason St,37.79370117,-122.41100311,37.79449844,-122.41100311
Clay St & Mason St,Powell St & Clay St,37.79370117,-122.41100311,37.79380035,-122.40899658
Clay St & Montgomery St,Clay St & Kearny St,37.79470062,-122.40299988,37.79449844,-122.40399933
Clay St & Montgomery St,Kearny St & Clay St,37.79470062,-122.40299988,37.79470062,-122.40499878
Clay St & Montgomery St,Sansome St & Washington St,37.79470062,-122.40299988,37.79600143,-122.40200043
Clay St & Polk St,Polk St & Sacramento St,37.79240036,-122.42099762,37.79169846,-122.42099762
Clay St & Polk St,Polk St & Washington St,37.79240036,-122.42099762,37.79349899,-122.42099762
Clay St & Polk St,Washington St & Larkin St,37.79240036,-122.42099762,37.79339981,-122.41999817
Clay St & Powell St,Powell St & Clay St,37.79380035,-122.41000366,37.79380035,-122.40899658
Clay St & Powell St,Mason St & Washington St,37.79380035,-122.41000366,37.79449844,-122.41100311
Clay St & Powell St,Powell St & California St,37.79380035,-122.41000366,37.79230118,-122.40899658
Clay St & Sansome St,Clay St & Montgomery St,37.79479980,-122.40100098,37.79470062,-122.40299988
Clay St & Sansome St,Sansome St & Washington St,37.79479980,-122.40100098,37.79600143,-122.40200043
Clay St & Sansome St,California St & Sansome St,37.79479980,-122.40100098,37.79309845,-122.40100098
Clay St & Stockton St,Stockton St & Clay St,37.79410172,-122.40799713,37.79380035,-122.40799713
Clay St & Stockton St,Stockton St & Sacramento St,37.79410172,-122.40799713,37.79349899,-122.40799713
Clay St & Stockton St,Powell St & Clay St,37.79410172,-122.40799713,37.79380035,-122.40899658
Clay St & Taylor St,Washington St & Mason St,37.79339981,-122.41300201,37.79449844,-122.41100311
Clay St & Taylor St,Washington St & Jones St,37.79339981,-122.41300201,37.79399872,-122.41500092
Clay St & Taylor St,Mason St & Washington St,37.79339981,-122.41300201,37.79449844,-122.41100311
Clay St & Van Ness Ave,Van Ness Ave & Clay St,37.79209900,-122.42299652,37.79209900,-122.42299652
Clay St & Van Ness Ave,Polk St & Sacramento St,37.79209900,-122.42299652,37.79169846,-122.42099762
Clay St & Van Ness Ave,California St & Van Ness Ave,37.79209900,-122.42299652,37.79040146,-122.42199707
Clarendon Ave & Clarendon Woods S,Olympia Way & Clarendon Ave,37.75170135,-122.45800018,37.75149918,-122.45600128
Clarendon Ave & Clarendon Woods S,117 Warren Dr,37.75170135,-122.45800018,37.75370026,-122.45800018
Clarendon Ave & Clarendon Woods S,Laguna Honda Blvd & Clarendon Ave,37.75170135,-122.45800018,37.75070190,-122.46099854
Clarendon Ave & Galewood Circle,Clarendon Ave & Olympia Way,37.75310135,-122.45600128,37.75159836,-122.45600128
Clarendon Ave & Galewood Circle,Olympia Way & Clarendon Ave,37.75310135,-122.45600128,37.75149918,-122.45600128
Clarendon Ave & Galewood Circle,117 Warren Dr,37.75310135,-122.45600128,37.75370026,-122.45800018
Clarendon Ave & Olympia Way,Olympia Way & Clarendon Ave,37.75159836,-122.45600128,37.75149918,-122.45600128
Clarendon Ave & Olympia Way,Olympia Way & Dellbrook Ave,37.75159836,-122.45600128,37.75130081,-122.45400238
Clarendon Ave & Olympia Way,Clarendon Ave & Clarendon Woods S,37.75159836,-122.45600128,37.75170135,-122.45800018
Clarendon Ave & Panorama Dr,Clarendon Ave & Galewood Circle,37.75370026,-122.45600128,37.75310135,-122.45600128
Clarendon Ave & Panorama Dr,Warren Dr & Oakpark Dr,37.75370026,-122.45600128,37.75529861,-122.45600128
Clarendon Ave & Panorama Dr,117 Warren Dr,37.75370026,-122.45600128,37.75370026,-122.45800018
Powell St & Filbert St,Mason St & Filbert St,37.80130005,-122.41100311,37.80099869,-122.41300201
Powell St & Filbert St,Mason St & Greenwich St,37.80130005,-122.41100311,37.80189896,-122.41300201
Powell St & Filbert St,Mason St & Union St,37.80130005,-122.41100311,37.79999924,-122.41200256
Powell St & Francisco St,Powell St & North Point St,37.80509949,-122.41200256,37.80670166,-122.41200256
Powell St & Francisco St,North Point St & Stockton St,37.80509949,-122.41200256,37.80699921,-122.41000366
Powell St & Francisco St,North Point St & Mason St,37.80509949,-122.41200256,37.80659866,-122.41400146
Powell St & Geary St,Post St & Powell St,37.78749847,-122.40799713,37.78829956,-122.40799713
Powell St & Geary St,Stockton St & Geary St,37.78749847,-122.40799713,37.78770065,-122.40699768
Powell St & Geary St,Union Square/Metro Market St Station,37.78749847,-122.40799713,37.78710175,-122.40699768
Powell St & Jackson St,Mason St & Washington St,37.79539871,-122.41000366,37.79449844,-122.41100311
Powell St & Jackson St,Powell St & Clay St,37.79539871,-122.41000366,37.79380035,-122.40899658
Powell St & Jackson St,Mason St & Pacific Ave,37.79539871,-122.41000366,37.79619980,-122.41200256
Powell St & Lombard St,Lombard St & Stockton St,37.80289841,-122.41100311,37.80329895,-122.41000366
Powell St & Lombard St,Stockton St & Greenwich St,37.80289841,-122.41100311,37.80229950,-122.41000366
Powell St & Lombard St,Mason St & Greenwich St,37.80289841,-122.41100311,37.80189896,-122.41300201
Powell St & Market St,Metro Powell Station,37.78469849,-122.40799713,37.78469849,-122.40699768
Powell St & Market St,Market St Between 5th & 4th St,37.78469849,-122.40799713,37.78480148,-122.40699768
Powell St & Market St,Market St & 4th St,37.78469849,-122.40799713,37.78570175,-122.40599823
Powell St & North Point St,Powell St & Bay St,37.80670166,-122.41200256,37.80569839,-122.41200256
Powell St & North Point St,Powell St & Beach St,37.80670166,-122.41200256,37.80799866,-122.41300201
Powell St & North Point St,North Point St & Mason St,37.80670166,-122.41200256,37.80659866,-122.41400146
Powell St & O'Farrell St,Union Square/Metro Market St Station,37.78649902,-122.40799713,37.78710175,-122.40699768
Powell St & O'Farrell St,Stockton St & Geary St,37.78649902,-122.40799713,37.78770065,-122.40699768
Powell St & O'Farrell St,Post St & Powell St,37.78649902,-122.40799713,37.78829956,-122.40799713
Powell St & Pine St,California St & Powell St,37.79109955,-122.40899658,37.79209900,-122.40899658
Powell St & Pine St,California St & Stockton St,37.79109955,-122.40899658,37.79230118,-122.40799713
Powell St & Pine St,Stockton St & Sutter St,37.79109955,-122.40899658,37.79010010,-122.40699768
Powell St & Post St,Post St & Powell St,37.78839874,-122.40899658,37.78829956,-122.40799713
Powell St & Post St,Stockton St & Geary St,37.78839874,-122.40899658,37.78770065,-122.40699768
Powell St & Post St,Powell St & Bush St,37.78839874,-122.40899658,37.79019928,-122.40899658
Powell St & Sacramento St,Stockton St & Sacramento St,37.79290009,-122.40899658,37.79349899,-122.40799713
Powell St & Sacramento St,Stockton St & Clay St,37.79290009,-122.40899658,37.79380035,-122.40799713
Powell St & Sacramento St,California St & Mason St,37.79290009,-122.40899658,37.79190063,-122.41100311
Powell St & Sutter St,Post St & Powell St,37.78910065,-122.40799713,37.78829956,-122.40799713
Powell St & Sutter St,Sutter St & Mason St,37.78910065,-122.40799713,37.78910065,-122.41000366
Powell St & Sutter St,Stockton St & Sutter St,37.78910065,-122.40799713,37.79010010,-122.40699768
Prague St & Cordova Ave,Cordova Ave & Prague St,37.71020126,-122.43499756,37.71020126,-122.43499756
Prague St & Cordova Ave,Munich St & Cordova Ave,37.71020126,-122.43499756,37.71089935,-122.43499756
Prague St & Cordova Ave,Chicago Way & Cordova Ave,37.71020126,-122.43499756,37.70890045,-122.43399811
Prague St & Drake St,Munich St & Cordova Ave,37.70999908,-122.43699646,37.71089935,-122.43499756
Prague St & Drake St,Munich St & Naples St,37.70999908,-122.43699646,37.71120071,-122.43800354
Prague St & Drake St,Naples St & Curtis St,37.70999908,-122.43699646,37.71110153,-122.43900299
Prague St & Persia Ave,Moscow St & Persia Ave,37.71900177,-122.42700195,37.71979904,-122.42900085
Prague St & Persia Ave,Prague St & Russia Ave,37.71900177,-122.42700195,37.71760178,-122.42800140
Prague St & Persia Ave,Brazil Ave & Prague St,37.71900177,-122.42700195,37.72050095,-122.42600250
Prague St & Russia Ave,Moscow St & Russia Ave,37.71760178,-122.42800140,37.71799850,-122.43000031
Prague St & Russia Ave,Persia Ave & Prague St,37.71760178,-122.42800140,37.71900177,-122.42700195
Prague St & Russia Ave,Persia Ave & Moscow St,37.71760178,-122.42800140,37.71969986,-122.42900085
Parkridge Dr & Burnett Ave,40 Crestline Dr,37.75040054,-122.44599915,37.75040054,-122.44699860
Parkridge Dr & Burnett Ave,Crestline Dr & Burnett Ave,37.75040054,-122.44599915,37.74929810,-122.44499969
Parkridge Dr & Burnett Ave,Corbett Ave & Cuesta Ct,37.75040054,-122.44599915,37.75090027,-122.44400024
Parkridge Dr & Crestline Dr,74 Crestline Dr,37.75230026,-122.44599915,37.75180054,-122.44599915
Parkridge Dr & Crestline Dr,Corbett Ave & Hopkins Ave,37.75230026,-122.44599915,37.75289917,-122.44400024
Parkridge Dr & Crestline Dr,956 Corbett Ave,37.75230026,-122.44599915,37.75170135,-122.44400024
Presidio Ave & California St,California St & Presidio Ave,37.78739929,-122.44699860,37.78730011,-122.44699860
Presidio Ave & California St,California St & Baker St,37.78739929,-122.44699860,37.78770065,-122.44400024
Presidio Ave & California St,California St & Laurel St,37.78739929,-122.44699860,37.78689957,-122.44999695
Presidio Ave & Clay St,California St & Presidio Ave,37.78919983,-122.44699860,37.78730011,-122.44699860
Presidio Ave & Clay St,California St & Laurel St,37.78919983,-122.44699860,37.78689957,-122.44999695
Presidio Ave & Clay St,California St & Baker St,37.78919983,-122.44699860,37.78770065,-122.44400024
Presidio Ave & Geary St,Geary St & Masonic St,37.78269958,-122.44599915,37.78219986,-122.44699860
Presidio Ave & Geary St,Geary St & Masonic Ave,37.78269958,-122.44599915,37.78219986,-122.44699860
Presidio Ave & Geary St,Sutter St & Presidio Ave,37.78269958,-122.44599915,37.78440094,-122.44599915
Presidio Ave & Jackson St,Presidio Ave & California St,37.79090118,-122.44799805,37.78739929,-122.44699860
Presidio Ave & Jackson St,California St & Presidio Ave,37.79090118,-122.44799805,37.78730011,-122.44699860
Presidio Ave & Jackson St,California St & Laurel St,37.79090118,-122.44799805,37.78689957,-122.44999695
Presidio Ave & Sutter St,Sutter St & Presidio Ave,37.78450012,-122.44599915,37.78440094,-122.44599915
Presidio Ave & Sutter St,Geary St & Presidio Ave,37.78450012,-122.44599915,37.78250122,-122.44699860
Presidio Ave & Sutter St,Geary St & Masonic St,37.78450012,-122.44599915,37.78219986,-122.44699860
Presidio Blvd & Simonds Loop,Presidio Blvd & Sumner Ave,37.79650116,-122.45200348,37.79669952,-122.45200348
Presidio Blvd & Simonds Loop,Letterman Digital Arts Center,37.79650116,-122.45200348,37.79819870,-122.44999695
Presidio Blvd & Simonds Loop,Letterman Dr & Lombard St,37.79650116,-122.45200348,37.79809952,-122.44999695
Presidio Blvd & Sumner Ave,Presidio Blvd & Simonds Loop,37.79669952,-122.45200348,37.79650116,-122.45200348
Presidio Blvd & Sumner Ave,Letterman Digital Arts Center,37.79669952,-122.45200348,37.79819870,-122.44999695
Presidio Blvd & Sumner Ave,Letterman Dr & Lombard St,37.79669952,-122.45200348,37.79809952,-122.44999695
Point Lobos Ave & 42nd Ave,43rd Ave & Point Lobos Ave,37.77970123,-122.50299835,37.77980042,-122.50399780
Point Lobos Ave & 42nd Ave,Geary St & 39th Ave,37.77970123,-122.50299835,37.77949905,-122.50099945
Point Lobos Ave & 42nd Ave,43rd Ave & Clement St,37.77970123,-122.50299835,37.78099823,-122.50399780
Point Lobos Ave & 44th Ave,43rd Ave & Point Lobos Ave,37.77980042,-122.50499725,37.77980042,-122.50399780
Point Lobos Ave & 44th Ave,Geary St & 45th Ave,37.77980042,-122.50499725,37.77899933,-122.50599670
Point Lobos Ave & 44th Ave,43rd Ave & Clement St,37.77980042,-122.50499725,37.78099823,-122.50399780
Portola Dr & Laguna Honda Blvd,Laguna Honda Blvd & Portola Dr,37.74309921,-122.45500183,37.74309921,-122.45500183
Portola Dr & Laguna Honda Blvd,Laguna Honda Blvd & Ulloa St,37.74309921,-122.45500183,37.74349976,-122.45600128
Portola Dr & Laguna Honda Blvd,Laguna Honda Blvd & Idora Ave,37.74309921,-122.45500183,37.74399948,-122.45600128
Portola Dr & San Pablo Ave,Miraloma Dr & Juanita Way,37.74039841,-122.46099854,37.73939896,-122.45999908
Portola Dr & San Pablo Ave,Miraloma Dr & Marne Ave,37.74039841,-122.46099854,37.74010086,-122.45899963
Portola Dr & San Pablo Ave,Portola Dr & San Lorenzo Ave,37.74039841,-122.46099854,37.73989868,-122.46399689
Portola Dr & Rex Ave,Portola Dr & Waithman Way,37.74089813,-122.45800018,37.74160004,-122.45700073
Portola Dr & Rex Ave,Miraloma Dr & Marne Ave,37.74089813,-122.45800018,37.74010086,-122.45899963
Portola Dr & Rex Ave,Miraloma Dr & Juanita Way,37.74089813,-122.45800018,37.73939896,-122.45999908
SF General Hospital,Potrero Ave & 23rd St,37.75540161,-122.40599823,37.75510025,-122.40699768
SF General Hospital,23rd St & Utah St,37.75540161,-122.40599823,37.75439835,-122.40499878
SF General Hospital,Potrero Ave & 24th St,37.75540161,-122.40599823,37.75339890,-122.40599823
Portola Dr & San Lorenzo Ave,Portola Dr & Dorchester Way,37.73989868,-122.46399689,37.74010086,-122.46299744
Portola Dr & San Lorenzo Ave,Portola Dr & Claremont Blvd,37.73989868,-122.46399689,37.73979950,-122.46499634
Portola Dr & San Lorenzo Ave,Portola Dr & Clarendon Ave,37.73989868,-122.46399689,37.73970032,-122.46499634
Portola Dr & Teresita Blvd,Teresita Blvd & Portola Dr,37.74530029,-122.45200348,37.74509811,-122.45200348
Portola Dr & Teresita Blvd,Woodside Ave & Portola Dr,37.74530029,-122.45200348,37.74580002,-122.45200348
Portola Dr & Teresita Blvd,Woodside Ave & Ulloa St,37.74530029,-122.45200348,37.74580002,-122.45400238
Portola Dr & Waithman Way,Portola Dr & Del Sur Ave,37.74160004,-122.45700073,37.74200058,-122.45600128
Portola Dr & Waithman Way,Laguna Honda Blvd & Portola Dr,37.74160004,-122.45700073,37.74309921,-122.45500183
Portola Dr & Waithman Way,Portola Dr & Laguna Honda Blvd,37.74160004,-122.45700073,37.74309921,-122.45500183
Portola Dr & Woodside Ave,Teresita Blvd & Portola Dr,37.74530029,-122.45200348,37.74509811,-122.45200348
Portola Dr & Woodside Ave,Woodside Ave & Portola Dr,37.74530029,-122.45200348,37.74580002,-122.45200348
Portola Dr & Woodside Ave,Woodside Ave & Ulloa St,37.74530029,-122.45200348,37.74580002,-122.45400238
Post St & Gough St,Geary St & Gough St,37.78620148,-122.42500305,37.78540039,-122.42500305
Post St & Gough St,Sutter St & Gough St,37.78620148,-122.42500305,37.78720093,-122.42500305
Post St & Gough St,Post St & Octavia St,37.78620148,-122.42500305,37.78590012,-122.42700195
Post St & Grant Ave,Stockton St & Geary St,37.78860092,-122.40599823,37.78770065,-122.40699768
Post St & Grant Ave,Post St & Powell St,37.78860092,-122.40599823,37.78829956,-122.40799713
Post St & Grant Ave,Stockton St & Sutter St,37.78860092,-122.40599823,37.79010010,-122.40699768
Post St & Hyde St,Sutter St & Hyde St,37.78720093,-122.41600037,37.78820038,-122.41699982
Post St & Hyde St,Post St & Larkin St,37.78720093,-122.41600037,37.78699875,-122.41799927
Post St & Hyde St,Geary St & Leavenworth St,37.78720093,-122.41600037,37.78659821,-122.41500092
Post St & Jones St,Jones St & Post St,37.78770065,-122.41300201,37.78779984,-122.41300201
Post St & Jones St,Jones St & Geary St,37.78770065,-122.41300201,37.78689957,-122.41300201
Post St & Jones St,Jones St & Sutter St,37.78770065,-122.41300201,37.78870010,-122.41400146
Point Lobos Ave & 46th Ave,Geary St & 45th Ave,37.77999878,-122.50700378,37.77899933,-122.50599670
Point Lobos Ave & 46th Ave,Point Lobos Ave & 44th Ave,37.77999878,-122.50700378,37.77980042,-122.50499725
Point Lobos Ave & 46th Ave,43rd Ave & Point Lobos Ave,37.77999878,-122.50700378,37.77980042,-122.50399780
Quintara St & 12th Ave,10th Ave & Quintara St,37.74900055,-122.46800232,37.74929810,-122.46600342
Quintara St & 12th Ave,14th Ave & Quintara St,37.74900055,-122.46800232,37.74890137,-122.47100067
Quintara St & 12th Ave,10th Ave & Pacheco St,37.74900055,-122.46800232,37.75090027,-122.46600342
Quintara St & 16th Ave,Quintara St & 17th Ave,37.74869919,-122.47299957,37.74879837,-122.47399902
Quintara St & 16th Ave,17th Ave & Quintara St,37.74869919,-122.47299957,37.74860001,-122.47399902
Quintara St & 16th Ave,15th Ave & Quintara St,37.74869919,-122.47299957,37.74890137,-122.47200012
Quintara St & 19th Ave,19th Ave & Quintara St,37.74869919,-122.47599792,37.74850082,-122.47599792
Quintara St & 19th Ave,19th Ave & Rivera St,37.74869919,-122.47599792,37.74720001,-122.47599792
Quintara St & 19th Ave,17th Ave & Quintara St,37.74869919,-122.47599792,37.74860001,-122.47399902
Quintara St & 22nd Ave,19th Ave & Quintara St,37.74860001,-122.47899628,37.74850082,-122.47599792
Quintara St & 22nd Ave,19th Ave & Rivera St,37.74860001,-122.47899628,37.74720001,-122.47599792
Quintara St & 22nd Ave,Quintara St & 26th Ave,37.74860001,-122.47899628,37.74840164,-122.48300171
Quintara St & 24th Ave,Quintara St & 27th Ave,37.74850082,-122.48100281,37.74819946,-122.48500061
Quintara St & 24th Ave,Quintara St & 28th Ave,37.74850082,-122.48100281,37.74829865,-122.48600006
Quintara St & 24th Ave,Quintara St & 29th Ave,37.74850082,-122.48100281,37.74819946,-122.48699951
Quintara St & 26th Ave,Quintara St & 28th Ave,37.74840164,-122.48300171,37.74829865,-122.48600006
Quintara St & 26th Ave,Quintara St & 29th Ave,37.74840164,-122.48300171,37.74819946,-122.48699951
Quintara St & 26th Ave,Quintara St & 22nd Ave,37.74840164,-122.48300171,37.74860001,-122.47899628
Haight St & Clayton St,Ashbury St & Haight St,37.76979828,-122.44899750,37.76990128,-122.44699860
Haight St & Clayton St,Cole St & Waller St,37.76979828,-122.44899750,37.76850128,-122.44999695
Haight St & Clayton St,Frederick St & Clayton St,37.76979828,-122.44899750,37.76710129,-122.44799805
Haight St & Divisadero St,Divisadero St & Haight St,37.77130127,-122.43699646,37.77130127,-122.43699646
Haight St & Divisadero St,Divisadero St & Oak St,37.77130127,-122.43699646,37.77320099,-122.43699646
Haight St & Divisadero St,Castro St & Duboce Ave,37.77130127,-122.43699646,37.76919937,-122.43599701
Haight St & Fillmore St,Fillmore St & Haight St,37.77209854,-122.43099976,37.77209854,-122.43000031
Haight St & Fillmore St,Hermann St & Fillmore St,37.77209854,-122.43099976,37.77030182,-122.43000031
Haight St & Fillmore St,Fillmore St & Oak St,37.77209854,-122.43099976,37.77429962,-122.43099976
Haight St & Laguna St,Market St & Laguna St,37.77280045,-122.42600250,37.77099991,-122.42500305
Haight St & Laguna St,Market St & Guerrero St,37.77280045,-122.42600250,37.77059937,-122.42500305
Haight St & Laguna St,Haight St & Gough St,37.77280045,-122.42600250,37.77310181,-122.42199707
Haight St & Masonic Ave,Masonic Ave & Haight St,37.77019882,-122.44499969,37.77019882,-122.44499969
Haight St & Masonic Ave,Ashbury St & Haight St,37.77019882,-122.44499969,37.76990128,-122.44699860
Haight St & Masonic Ave,Masonic Ave & Oak St,37.77019882,-122.44499969,37.77199936,-122.44599915
Haight St & Pierce St,Divisadero St & Haight St,37.77170181,-122.43399811,37.77130127,-122.43699646
Haight St & Pierce St,Duboce St/Noe St/Duboce Park,37.77170181,-122.43399811,37.76940155,-122.43399811
Haight St & Pierce St,Sunset Tunnel East Portal,37.77170181,-122.43399811,37.76929855,-122.43399811
Haight St & Stanyan St,Cole St & Haight St,37.76929855,-122.45300293,37.76950073,-122.45099640
Haight St & Stanyan St,Cole St & Waller St,37.76929855,-122.45300293,37.76850128,-122.44999695
Haight St & Stanyan St,Stanyan St & Frederick St,37.76929855,-122.45300293,37.76639938,-122.45300293
Hampshire St & 24th St,Bryant St & 24th St,37.75279999,-122.40699768,37.75289917,-122.40899658
Hampshire St & 24th St,Potrero Ave & 25th St,37.75279999,-122.40699768,37.75159836,-122.40599823
Hampshire St & 24th St,24th St & Bryant St,37.75279999,-122.40699768,37.75289917,-122.40899658
Harrison St & 2nd St,Folsom St & 2nd St,37.78419876,-122.39499664,37.78549957,-122.39700317
Harrison St & 2nd St,Essex St & Folsom St,37.78419876,-122.39499664,37.78620148,-122.39600372
Harrison St & 2nd St,Folsom St & 3rd St,37.78419876,-122.39499664,37.78390121,-122.39900208
Harrison St & 3rd St,3rd St & Bryant St,37.78239822,-122.39800262,37.78170013,-122.39600372
Harrison St & 3rd St,Folsom St & 3rd St,37.78239822,-122.39800262,37.78390121,-122.39900208
Harrison St & 3rd St,3rd St & Folsom St,37.78239822,-122.39800262,37.78419876,-122.39900208
Harrison St & 4th St,Folsom St & 4th St,37.78070068,-122.40000153,37.78200150,-122.40100098
Harrison St & 4th St,4th St & Folsom St,37.78070068,-122.40000153,37.78210068,-122.40100098
Harrison St & 4th St,Bryant St & 4th St,37.78070068,-122.40000153,37.77949905,-122.39800262
Harrison St & 5th St,Folsom St & 5th St,37.77890015,-122.40200043,37.78039932,-122.40299988
Harrison St & 5th St,5th St & Folsom St,37.77890015,-122.40200043,37.78030014,-122.40399933
Harrison St & 5th St,Bryant St & 5th St,37.77890015,-122.40200043,37.77799988,-122.40000153
Harrison St & 6th St,Folsom St & 6th St,37.77709961,-122.40399933,37.77859879,-122.40499878
Harrison St & 6th St,Bryant St & 6th St,37.77709961,-122.40399933,37.77619934,-122.40200043
Harrison St & 6th St,7th St & Harrison St,37.77709961,-122.40399933,37.77569962,-122.40599823
Harrison St & 7th St,7th St & Harrison St,37.77550125,-122.40599823,37.77569962,-122.40599823
Harrison St & 7th St,7th St & Bryant St,37.77550125,-122.40599823,37.77460098,-122.40499878
Harrison St & 7th St,7th St & Folsom St,37.77550125,-122.40599823,37.77690125,-122.40799713
Harrison St & 8th St,8th St & Harrison St,37.77389908,-122.40899658,37.77349854,-122.40799713
Harrison St & 8th St,8th St & Folsom St,37.77389908,-122.40899658,37.77479935,-122.41000366
Harrison St & 8th St,Folsom St & 8th St,37.77389908,-122.40899658,37.77510071,-122.41000366
Harrison St & 9th St,Folsom St & 9th St,37.77239990,-122.41000366,37.77389908,-122.41100311
Harrison St & 9th St,8th St & Harrison St,37.77239990,-122.41000366,37.77349854,-122.40799713
Harrison St & 9th St,Harrison St & 8th St,37.77239990,-122.41000366,37.77389908,-122.40899658
Hawes St & Gilman Ave,Fitzgerald Ave & Hawes St,37.71920013,-122.38999939,37.71989822,-122.38999939
Hawes St & Gilman Ave,Ingerson Ave & Hawes St,37.71920013,-122.38999939,37.71799850,-122.39099884
Hawes St & Gilman Ave,Gilman Ave & Griffith St,37.71920013,-122.38999939,37.71820068,-122.38800049
Hayes St & Baker St,Hayes St & Central Ave,37.77460098,-122.44100189,37.77420044,-122.44400024
Hayes St & Baker St,McAllister St & Baker St,37.77460098,-122.44100189,37.77740097,-122.44200134
Hayes St & Baker St,Divisadero St & Hayes St,37.77460098,-122.44100189,37.77510071,-122.43800354
Hayes St & Buchanan St,Hayes St & Laguna St,37.77629852,-122.42800140,37.77650070,-122.42600250
Hayes St & Buchanan St,Grove St & Laguna St,37.77629852,-122.42800140,37.77740097,-122.42600250
Hayes St & Buchanan St,Fillmore St & Hayes St,37.77629852,-122.42800140,37.77610016,-122.43099976
Hayes St & Central Ave,Masonic Ave & Hayes St,37.77420044,-122.44400024,37.77410126,-122.44599915
Hayes St & Central Ave,Hayes St & Baker St,37.77420044,-122.44400024,37.77460098,-122.44100189
Hayes St & Central Ave,Masonic Ave & Fulton St,37.77420044,-122.44400024,37.77560043,-122.44699860
Hayes St & Clayton St,Fulton St & Clayton St,37.77360153,-122.44899750,37.77539825,-122.44999695
Hayes St & Clayton St,Masonic Ave & Hayes St,37.77360153,-122.44899750,37.77410126,-122.44599915
Hayes St & Clayton St,Masonic Ave & Fulton St,37.77360153,-122.44899750,37.77560043,-122.44699860
Hayes St & Divisadero St,Divisadero St & Hayes St,37.77500153,-122.43800354,37.77510071,-122.43800354
Hayes St & Divisadero St,Divisadero St & Oak St,37.77500153,-122.43800354,37.77320099,-122.43699646
Hayes St & Divisadero St,McAllister St & Divisadero St,37.77500153,-122.43800354,37.77780151,-122.43800354
Hayes St & Fillmore St,Fillmore St & Hayes St,37.77579880,-122.43199921,37.77610016,-122.43099976
