to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
6th Ave & Balboa St,Balboa St & 4th Ave,37.77714539,-122.46392059,37.77739716,-122.46175385
6th Ave & Clement St,Geary St & 6th Ave,37.78305435,-122.46437836,37.78113556,-122.46415710
6th Ave & Clement St,California St & 7th Ave,37.78305435,-122.46437836,37.78482056,-122.46543121
6th Ave & Clement St,6th Ave & Geary St,37.78305435,-122.46437836,37.78087616,-122.46417999
6th Ave & Fulton St,Fulton St & 6th Ave,37.77380753,-122.46374512,37.77363968,-122.46384430
6th Ave & Fulton St,8th Ave & Fulton St,37.77380753,-122.46374512,37.77363968,-122.46580505
6th Ave & Fulton St,Fulton St & 4th Ave,37.77380753,-122.46374512,37.77395248,-122.46166229
6th Ave & Geary St,Geary St & 6th Ave,37.78087616,-122.46417999,37.78113556,-122.46415710
6th Ave & Geary St,Geary St & 3rd Ave,37.78087616,-122.46417999,37.78117752,-122.46130371
6th Ave & Geary St,Geary St & 9th Ave,37.78087616,-122.46417999,37.78098297,-122.46764374
1697 7th Ave,9th Ave & Moraga St,37.75659561,-122.46373749,37.75667572,-122.46588135
1697 7th Ave,400 Warren Dr,37.75659561,-122.46373749,37.75690842,-122.46148682
1697 7th Ave,455 Warren Dr,37.75659561,-122.46373749,37.75772095,-122.46189880
7th St & Brannan St,Townsend St & 7th St,37.77326584,-122.40336609,37.77114105,-122.40238190
7th St & Brannan St,8th St & Brannan St,37.77326584,-122.40336609,37.77117920,-122.40538788
7th St & Brannan St,8th St & Bryant St,37.77326584,-122.40336609,37.77244568,-122.40692902
7th St & Folsom St,Folsom St & 7th St,37.77686310,-122.40790558,37.77664185,-122.40784454
7th St & Folsom St,7th St & Harrison St,37.77686310,-122.40790558,37.77573013,-122.40646362
7th St & Folsom St,Harrison St & 7th St,37.77686310,-122.40790558,37.77549744,-122.40644073
7th St & Harrison St,Harrison St & 7th St,37.77573013,-122.40646362,37.77549744,-122.40644073
7th St & Harrison St,Folsom St & 7th St,37.77573013,-122.40646362,37.77664185,-122.40784454
7th St & Harrison St,7th St & Bryant St,37.77573013,-122.40646362,37.77458572,-122.40500641
7th St & Howard St,7th St & Folsom St,37.77793503,-122.40922546,37.77686310,-122.40790558
7th St & Howard St,Folsom St & 7th St,37.77793503,-122.40922546,37.77664185,-122.40784454
7th St & Howard St,Mission St & 7th St,37.77793503,-122.40922546,37.77935410,-122.41050720
7th St & Mission St,Mission St & 7th St,37.77932739,-122.41103363,37.77935410,-122.41050720
7th St & Mission St,Market St Between 7th & 6th St,37.77932739,-122.41103363,37.78081131,-122.41218567
7th St & Mission St,Market St & 7th St,37.77932739,-122.41103363,37.77981186,-122.41318512
7th St & Market St,Market St Between 7th & 6th St,37.78030777,-122.41239166,37.78081131,-122.41218567
7th St & Market St,Market St & 7th St,37.78030777,-122.41239166,37.77981186,-122.41318512
7th St & Market St,7th St & Mission St,37.78030777,-122.41239166,37.77932739,-122.41103363
8th Ave & Fulton St,Fulton St & 8th Ave,37.77363968,-122.46580505,37.77347183,-122.46604919
8th Ave & Fulton St,Fulton St & 6th Ave,37.77363968,-122.46580505,37.77363968,-122.46384430
8th Ave & Fulton St,6th Ave & Fulton St,37.77363968,-122.46580505,37.77380753,-122.46374512
8th St & Brannan St,8th St & Bryant St,37.77117920,-122.40538788,37.77244568,-122.40692902
8th St & Brannan St,Division St & Townsend St,37.77117920,-122.40538788,37.76989365,-122.40329742
8th St & Brannan St,Townsend St & 7th St,37.77117920,-122.40538788,37.77114105,-122.40238190
8th St & Bryant St,8th St & Harrison St,37.77244568,-122.40692902,37.77353668,-122.40837860
8th St & Bryant St,Harrison St & 8th St,37.77244568,-122.40692902,37.77386475,-122.40851593
8th St & Bryant St,7th St & Bryant St,37.77244568,-122.40692902,37.77458572,-122.40500641
8th St & Folsom St,Folsom St & 8th St,37.77476883,-122.40991974,37.77511597,-122.40977478
8th St & Folsom St,Folsom St & 9th St,37.77476883,-122.40991974,37.77389526,-122.41132355
8th St & Folsom St,Harrison St & 8th St,37.77476883,-122.40991974,37.77386475,-122.40851593
8th St & Harrison St,Harrison St & 8th St,37.77353668,-122.40837860,37.77386475,-122.40851593
8th St & Harrison St,8th St & Folsom St,37.77353668,-122.40837860,37.77476883,-122.40991974
8th St & Harrison St,Folsom St & 8th St,37.77353668,-122.40837860,37.77511597,-122.40977478
8th St & Mission St,Mission St & 8th St,37.77724075,-122.41302490,37.77722931,-122.41355133
8th St & Mission St,Mission St & 9th St,37.77724075,-122.41302490,37.77645111,-122.41430664
8th St & Mission St,8th St & Market St,37.77724075,-122.41302490,37.77849960,-122.41459656
8th St & Market St,Market St & 8th St,37.77849960,-122.41459656,37.77860641,-122.41482544
8th St & Market St,Hyde St & Grove St,37.77849960,-122.41459656,37.77934647,-122.41516113
8th St & Market St,Market St & 7th St,37.77849960,-122.41459656,37.77981186,-122.41318512
9th Ave & Irving St,Irving St & 8th Ave,37.76428986,-122.46623993,37.76403809,-122.46543121
9th Ave & Irving St,Lincoln Way & 9th Ave,37.76428986,-122.46623993,37.76600266,-122.46674347
9th Ave & Irving St,9th Ave & Judah St,37.76428986,-122.46623993,37.76209259,-122.46607971
9th Ave & Judah St,Judah St & 9th Ave,37.76209259,-122.46607971,37.76222610,-122.46669006
9th Ave & Judah St,8th Ave & Judah Ave,37.76209259,-122.46607971,37.76214600,-122.46504974
9th Ave & Judah St,Irving St & 8th Ave,37.76209259,-122.46607971,37.76403809,-122.46543121
9th Ave & Kirkham St,Judah St & 9th Ave,37.76040649,-122.46614838,37.76222610,-122.46669006
9th Ave & Kirkham St,Lawton St & 9th Ave,37.76040649,-122.46614838,37.75852585,-122.46580505
9th Ave & Kirkham St,8th Ave & Judah Ave,37.76040649,-122.46614838,37.76214600,-122.46504974
9th Ave & Lawton St,Lawton St & 9th Ave,37.75853348,-122.46601868,37.75852585,-122.46580505
9th Ave & Lawton St,7th Ave & Lawton St,37.75853348,-122.46601868,37.75842667,-122.46385956
9th Ave & Lawton St,Warren Dr & Locksley Ave,37.75853348,-122.46601868,37.75869370,-122.46313477
18th St & Church St,Right Of Way/18th St,37.76137161,-122.42819214,37.76119232,-122.42818451
18th St & Church St,Church St & 18th St,37.76137161,-122.42819214,37.76146698,-122.42841339
18th St & Church St,Right Of Way/20th St,37.76137161,-122.42819214,37.75826263,-122.42792511
18th St & Castro St,Castro St & 18th St,37.76095200,-122.43515015,37.76083755,-122.43493652
18th St & Castro St,Castro St & 17th St,37.76095200,-122.43515015,37.76237106,-122.43508148
18th St & Castro St,18th St & Diamond St,37.76095200,-122.43515015,37.76070023,-122.43729401
18th St & Danvers St,211 Corbett Ave,37.76035690,-122.44354248,37.76164627,-122.44294739
18th St & Danvers St,328 Corbett Ave,37.76035690,-122.44354248,37.75992584,-122.44532776
18th St & Danvers St,210 Corbett Ave,37.76035690,-122.44354248,37.76179886,-122.44284058
18th St & Diamond St,18th St & Eureka St,37.76070023,-122.43729401,37.76076508,-122.43815613
18th St & Diamond St,Eureka St & 18th St,37.76070023,-122.43729401,37.76063156,-122.43818665
18th St & Diamond St,Eureka St & 19th St,37.76070023,-122.43729401,37.75903320,-122.43804169
18th St & Dolores St,Right Of Way/18th St,37.76148605,-122.42623901,37.76119232,-122.42818451
18th St & Dolores St,Church St & 18th St,37.76148605,-122.42623901,37.76146698,-122.42841339
18th St & Dolores St,16th St & Dolores St,37.76148605,-122.42623901,37.76470566,-122.42652130
18th St & Eureka St,Eureka St & 18th St,37.76076508,-122.43815613,37.76063156,-122.43818665
18th St & Eureka St,18th St & Diamond St,37.76076508,-122.43815613,37.76070023,-122.43729401
18th St & Eureka St,Eureka St & 19th St,37.76076508,-122.43815613,37.75903320,-122.43804169
18th St & Guerrero St,18th St & Church St,37.76161957,-122.42395782,37.76137161,-122.42819214
18th St & Guerrero St,Right Of Way/18th St,37.76161957,-122.42395782,37.76119232,-122.42818451
18th St & Guerrero St,18th St & Mission St,37.76161957,-122.42395782,37.76189423,-122.41950989
18th St & Hattie St,Corbett Ave & Hattie St,37.76058578,-122.44108582,37.76171112,-122.44112396
18th St & Hattie St,Corbett Ave & Ord St,37.76058578,-122.44108582,37.76189804,-122.44021606
18th St & Hattie St,211 Corbett Ave,37.76058578,-122.44108582,37.76164627,-122.44294739
18th St & Mission St,Mission St & 18th St,37.76189423,-122.41950989,37.76263428,-122.41934967
18th St & Mission St,Mission St & 20th St,37.76189423,-122.41950989,37.75910950,-122.41902161
18th St & Mission St,Mission St & 16th St,37.76189423,-122.41950989,37.76512527,-122.41967010
18th St & Market St,18th St & Danvers St,37.75979233,-122.44444275,37.76035690,-122.44354248
18th St & Market St,Market St & Clayton St,37.75979233,-122.44444275,37.75840759,-122.44405365
18th St & Market St,Clayton St & Corbett Ave,37.75979233,-122.44444275,37.75879288,-122.44593811
18th St & Noe St,Castro St & 18th St,37.76109314,-122.43268585,37.76083755,-122.43493652
18th St & Noe St,Castro St & 17th St,37.76109314,-122.43268585,37.76237106,-122.43508148
18th St & Noe St,17th St & Castro St,37.76109314,-122.43268585,37.76257706,-122.43498230
18th St & Sanchez St,Church St & 18th St,37.76122665,-122.43046570,37.76146698,-122.42841339
18th St & Sanchez St,Right Of Way/18th St,37.76122665,-122.43046570,37.76119232,-122.42818451
18th St & Sanchez St,18th St & Dolores St,37.76122665,-122.43046570,37.76148605,-122.42623901
18th St & Valencia St,18th St & Mission St,37.76176071,-122.42173004,37.76189423,-122.41950989
18th St & Valencia St,16th St & Valencia St,37.76176071,-122.42173004,37.76498795,-122.42174530
18th St & Valencia St,Mission St & 20th St,37.76176071,-122.42173004,37.75910950,-122.41902161
19th Ave & Buckingham Way,Winston Dr & 20th Ave,37.72590256,-122.47523499,37.72701645,-122.47592163
19th Ave & Buckingham Way,90 Buckingham Way,37.72590256,-122.47523499,37.72599030,-122.47687531
19th Ave & Buckingham Way,19th Ave & Winston Dr,37.72590256,-122.47523499,37.72718811,-122.47467804
19th Ave & Eucalyptus Dr,Right Of Way/Eucalyptus Dr,37.73081207,-122.47501373,37.73118973,-122.47434998
19th Ave & Eucalyptus Dr,20th Ave & Buckingham Way,37.73081207,-122.47501373,37.73041916,-122.47588348
19th Ave & Eucalyptus Dr,Right Of Way/Ocean Ave,37.73081207,-122.47501373,37.73202133,-122.47371674
19th Ave & Holloway Ave,19th Ave & Holloway St,37.72111130,-122.47530365,37.72119141,-122.47515106
19th Ave & Holloway Ave,Holloway Ave & Junipero Serra Blvd,37.72111130,-122.47530365,37.72159195,-122.47295380
19th Ave & Holloway Ave,Holloway Ave & Beverly St,37.72111130,-122.47530365,37.72161102,-122.47179413
19th Ave & Irving St,19th Ave & Lincoln Way,37.76367950,-122.47731018,37.76537323,-122.47740173
19th Ave & Irving St,Lincoln Way & 19th Ave,37.76367950,-122.47731018,37.76552582,-122.47760773
19th Ave & Irving St,Judah St & 19th Ave,37.76367950,-122.47731018,37.76174164,-122.47692108
19th Ave & Junipero Serra Blvd,19th Ave & Randolph St,37.71688843,-122.47227478,37.71620178,-122.47167206
19th Ave & Junipero Serra Blvd,Font Blvd & Chumasero Dr,37.71688843,-122.47227478,37.71521378,-122.47316742
19th Ave & Junipero Serra Blvd,Font Blvd & Cambon Dr,37.71688843,-122.47227478,37.71590042,-122.47428894
19th Ave & Judah St,Judah St & 19th Ave,37.76176834,-122.47695160,37.76174164,-122.47692108
19th Ave & Judah St,Judah St & 22nd Ave,37.76176834,-122.47695160,37.76153564,-122.47985840
19th Ave & Judah St,22nd Ave & Judah St,37.76176834,-122.47695160,37.76145554,-122.48010254
19th Ave & Lawton St,16th Ave & Lawton St,37.75807571,-122.47663116,37.75802231,-122.47379303
19th Ave & Lawton St,22nd Ave & Lawton St,37.75807571,-122.47663116,37.75775528,-122.47985077
19th Ave & Lawton St,16th Ave & Lomita Ave,37.75807571,-122.47663116,37.75696945,-122.47351074
19th Ave & Lincoln Way,Crossover Dr & Lincoln Way,37.76537323,-122.47740173,37.76554489,-122.47724152
19th Ave & Lincoln Way,Lincoln Way & 19th Ave,37.76537323,-122.47740173,37.76552582,-122.47760773
19th Ave & Lincoln Way,Lincoln Way & 17th Ave,37.76537323,-122.47740173,37.76561737,-122.47541809
19th Ave & Noriega St,16th Ave & Noriega St,37.75431824,-122.47637177,37.75424957,-122.47321320
19th Ave & Noriega St,22nd Ave & Noriega St,37.75431824,-122.47637177,37.75433731,-122.47961426
19th Ave & Noriega St,Noriega St & 16th Ave,37.75431824,-122.47637177,37.75526047,-122.47312164
19th Ave & Randolph St,Font Blvd & Chumasero Dr,37.71620178,-122.47167206,37.71521378,-122.47316742
19th Ave & Randolph St,Junipero Serra Blvd & Font Blvd,37.71620178,-122.47167206,37.71463013,-122.47190857
19th Ave & Randolph St,Chumasero Dr & Font Blvd,37.71620178,-122.47167206,37.71495438,-122.47313690
19th Ave & Ortega St,16th Ave & Ortega St,37.75271988,-122.47618866,37.75239944,-122.47309113
19th Ave & Ortega St,16th Ave & Noriega St,37.75271988,-122.47618866,37.75424957,-122.47321320
19th Ave & Ortega St,22nd Ave & Noriega St,37.75271988,-122.47618866,37.75433731,-122.47961426
19th Ave & Quintara St,Quintara St & 19th Ave,37.74853134,-122.47589874,37.74871063,-122.47583771
19th Ave & Quintara St,17th Ave & Quintara St,37.74853134,-122.47589874,37.74859238,-122.47383118
19th Ave & Quintara St,Quintara St & 17th Ave,37.74853134,-122.47589874,37.74883270,-122.47380066
19th Ave & Rivera St,17th Ave & Rivera St,37.74715042,-122.47583771,37.74697876,-122.47390747
19th Ave & Rivera St,Quintara St & 19th Ave,37.74715042,-122.47583771,37.74871063,-122.47583771
19th Ave & Rivera St,17th Ave & Quintara St,37.74715042,-122.47583771,37.74859238,-122.47383118
19th Ave & Sloat Blvd,Sloat Blvd & 19th Ave,37.73455429,-122.47520447,37.73477936,-122.47449493
19th Ave & Sloat Blvd,Sloat Blvd & 21st Ave,37.73455429,-122.47520447,37.73475266,-122.47737885
19th Ave & Sloat Blvd,Sloat Blvd & West Portal Ave,37.73455429,-122.47520447,37.73477936,-122.47187042
19th Ave & Taraval St,Taraval St & 19th Ave,37.74330902,-122.47554016,37.74311066,-122.47544098
19th Ave & Taraval St,Taraval St & 17th Ave,37.74330902,-122.47554016,37.74306870,-122.47366333
19th Ave & Taraval St,17th Ave & Santiago St,37.74330902,-122.47554016,37.74510956,-122.47373962
19th Ave & Vicente St,Taraval St & 19th Ave,37.73954773,-122.47531128,37.74311066,-122.47544098
19th Ave & Vicente St,Taraval St & 17th Ave,37.73954773,-122.47531128,37.74306870,-122.47366333
19th Ave & Vicente St,Taraval St & 22nd Ave,37.73954773,-122.47531128,37.74288940,-122.47842407
19th Ave & Winston Dr,Winston Dr & 20th Ave,37.72718811,-122.47467804,37.72701645,-122.47592163
19th Ave & Winston Dr,20th Ave & Winston Dr,37.72718811,-122.47467804,37.72687531,-122.47594452
19th Ave & Winston Dr,19th Ave & Buckingham Way,37.72718811,-122.47467804,37.72590256,-122.47523499
20th Ave & Buckingham Way,19th Ave & Eucalyptus Dr,37.73041916,-122.47588348,37.73081207,-122.47501373
20th Ave & Buckingham Way,Right Of Way/Eucalyptus Dr,37.73041916,-122.47588348,37.73118973,-122.47434998
20th Ave & Buckingham Way,20th Av/Macy's Stonestown,37.73041916,-122.47588348,37.72878265,-122.47578430
20th Ave/Macy's Stonestown,20th Av/Macy's Stonestown,37.72887039,-122.47567749,37.72878265,-122.47578430
20th Ave/Macy's Stonestown,19th Ave & Winston Dr,37.72887039,-122.47567749,37.72718811,-122.47467804
20th Ave/Macy's Stonestown,Winston Dr & 20th Ave,37.72887039,-122.47567749,37.72701645,-122.47592163
20th Ave & Winston Dr,Winston Dr & 20th Ave,37.72687531,-122.47594452,37.72701645,-122.47592163
20th Ave & Winston Dr,19th Ave & Winston Dr,37.72687531,-122.47594452,37.72718811,-122.47467804
20th Ave & Winston Dr,19th Ave & Buckingham Way,37.72687531,-122.47594452,37.72590256,-122.47523499
20th St & 3rd St,3rd St & 20th St,37.76053619,-122.38871002,37.76051712,-122.38855743
20th St & 3rd St,3rd St & 22nd St,37.76053619,-122.38871002,37.75807571,-122.38823700
20th St & 3rd St,22nd St & Illinois St,37.76053619,-122.38871002,37.75795746,-122.38752747
20th St & Collingwood St,Castro St & 20th St,37.75767517,-122.43596649,37.75777817,-122.43476868
20th St & Collingwood St,Eureka St & 20th St,37.75767517,-122.43596649,37.75740814,-122.43788147
20th St & Collingwood St,Castro St & 19th St,37.75767517,-122.43596649,37.75939178,-122.43491364
20th St & Eureka St,Eureka St & 20th St,37.75756073,-122.43786621,37.75740814,-122.43788147
20th St & Eureka St,Eureka St & 19th St,37.75756073,-122.43786621,37.75903320,-122.43804169
20th St & Eureka St,20th St & Collingwood St,37.75756073,-122.43786621,37.75767517,-122.43596649
30th Ave & Quintara St,Quintara St & 31st Ave,37.74798965,-122.48780060,37.74813843,-122.48880768
30th Ave & Quintara St,Quintara St & 28th Ave,37.74798965,-122.48780060,37.74826813,-122.48560333
30th Ave & Quintara St,Quintara St & 27th Ave,37.74798965,-122.48780060,37.74821854,-122.48477173
30th Ave & Rivera St,Quintara St & 31st Ave,37.74636078,-122.48780060,37.74813843,-122.48880768
30th Ave & Rivera St,Quintara St & 29th Ave,37.74636078,-122.48780060,37.74821854,-122.48665619
30th Ave & Rivera St,Quintara St & 28th Ave,37.74636078,-122.48780060,37.74826813,-122.48560333
30th Ave & Santiago St,Taraval St & 30th Ave,37.74451065,-122.48764801,37.74259186,-122.48733521
30th Ave & Santiago St,Taraval St & 32nd Ave,37.74451065,-122.48764801,37.74248886,-122.48948669
30th Ave & Santiago St,30th Ave & Quintara St,37.74451065,-122.48764801,37.74798965,-122.48780060
30th Ave & Taraval St,Taraval St & 30th Ave,37.74264526,-122.48754120,37.74259186,-122.48733521
30th Ave & Taraval St,Taraval St & 32nd Ave,37.74264526,-122.48754120,37.74248886,-122.48948669
30th Ave & Taraval St,Ulloa St & 30th Ave,37.74264526,-122.48754120,37.74071884,-122.48722076
30th Ave & Ulloa St,Ulloa St & 30th Ave,37.74076843,-122.48738861,37.74071884,-122.48722076
30th Ave & Ulloa St,Taraval St & 30th Ave,37.74076843,-122.48738861,37.74259186,-122.48733521
30th Ave & Ulloa St,30th Ave & Taraval St,37.74076843,-122.48738861,37.74264526,-122.48754120
30th St & Church St,Church St & 30th St,37.74216080,-122.42636871,37.74222183,-122.42646027
30th St & Church St,Chenery St & 30th St,37.74216080,-122.42636871,37.74201965,-122.42575073
30th St & Church St,Church St & 29th St,37.74216080,-122.42636871,37.74358749,-122.42658234
30th St & Dolores St,Mission St & Cortland Ave,37.74230576,-122.42402649,37.74105072,-122.42276001
30th St & Dolores St,Cortland Ave & Mission St,37.74230576,-122.42402649,37.74100876,-122.42266846
30th St & Dolores St,Church St & Day St,37.74230576,-122.42402649,37.74280930,-122.42665100
30th St & Mission St,Mission St & 30th St,37.74240875,-122.42203522,37.74240875,-122.42194366
30th St & Mission St,Mission St & Cortland Ave,37.74240875,-122.42203522,37.74105072,-122.42276001
30th St & Mission St,Cortland Ave & Prospect Ave,37.74240875,-122.42203522,37.74029541,-122.42090607
30th St & Noe St,Noe St & 30th St,37.74187851,-122.43079376,37.74200821,-122.43100739
30th St & Noe St,30th St & Sanchez St,37.74187851,-122.43079376,37.74201965,-122.42859650
30th St & Noe St,Addison St & Digby St,37.74187851,-122.43079376,37.74000168,-122.43360901
30th St & Sanchez St,Church St & 30th St,37.74201965,-122.42859650,37.74222183,-122.42646027
30th St & Sanchez St,Church St & Day St,37.74201965,-122.42859650,37.74280930,-122.42665100
30th St & Sanchez St,Noe St & 30th St,37.74201965,-122.42859650,37.74200821,-122.43100739
32nd Ave & Balboa St,33rd Ave & Balboa St,37.77667999,-122.49195099,37.77603149,-122.49297333
32nd Ave & Balboa St,33rd Ave & Anza St,37.77667999,-122.49195099,37.77786255,-122.49324799
32nd Ave & Balboa St,Balboa St & 30th Ave,37.77667999,-122.49195099,37.77611542,-122.48995972
32nd Ave & California St,33rd Ave & Clement St,37.78342056,-122.49243927,37.78153610,-122.49335480
32nd Ave & California St,Clement St & Legion of Honor Dr,37.78342056,-122.49243927,37.78164291,-122.49440002
32nd Ave & California St,Legion of Honor Dr & Clement St,37.78342056,-122.49243927,37.78165436,-122.49461365
32nd Ave & Clement St,Clement St & Legion of Honor Dr,37.78199387,-122.49233246,37.78164291,-122.49440002
32nd Ave & Clement St,Legion of Honor Dr & Clement St,37.78199387,-122.49233246,37.78165436,-122.49461365
32nd Ave & Clement St,California St & 30th Ave,37.78199387,-122.49233246,37.78367233,-122.49051666
32nd Ave & Geary St,Geary St & 32nd Ave,37.77993774,-122.49229431,37.77962875,-122.49171448
32nd Ave & Geary St,33rd Ave & Geary St,37.77993774,-122.49229431,37.77981567,-122.49322510
32nd Ave & Geary St,33rd Ave & Clement St,37.77993774,-122.49229431,37.78153610,-122.49335480
33rd Ave & Anza St,32nd Ave & Balboa St,37.77786255,-122.49324799,37.77667999,-122.49195099
33rd Ave & Anza St,Geary St & 33rd Ave,37.77786255,-122.49324799,37.77973557,-122.49311066
33rd Ave & Anza St,Geary St & 32nd Ave,37.77786255,-122.49324799,37.77962875,-122.49171448
33rd Ave & Balboa St,Balboa St & 32nd Ave,37.77603149,-122.49297333,37.77602386,-122.49183655
33rd Ave & Balboa St,Balboa St & 34th Ave,37.77603149,-122.49297333,37.77579117,-122.49420166
33rd Ave & Balboa St,Balboa St & 30th Ave,37.77603149,-122.49297333,37.77611542,-122.48995972
33rd Ave & Clement St,Legion of Honor Dr & Clement St,37.78153610,-122.49335480,37.78165436,-122.49461365
33rd Ave & Clement St,32nd Ave & Geary St,37.78153610,-122.49335480,37.77993774,-122.49229431
33rd Ave & Clement St,Geary St & 33rd Ave,37.78153610,-122.49335480,37.77973557,-122.49311066
33rd Ave & Geary St,Geary St & 33rd Ave,37.77981567,-122.49322510,37.77973557,-122.49311066
33rd Ave & Geary St,32nd Ave & Geary St,37.77981567,-122.49322510,37.77993774,-122.49229431
33rd Ave & Geary St,Geary St & 32nd Ave,37.77981567,-122.49322510,37.77962875,-122.49171448
36th Ave & Lincoln Way,Lincoln Way & 35th Ave,37.76455688,-122.49536896,37.76475525,-122.49470520
36th Ave & Lincoln Way,37th Ave & Lincoln Way,37.76455688,-122.49536896,37.76435852,-122.49662018
36th Ave & Lincoln Way,Lincoln Way & 33rd Ave,37.76455688,-122.49536896,37.76484299,-122.49256134
37th Ave & Lincoln Way,36th Ave & Lincoln Way,37.76435852,-122.49662018,37.76455688,-122.49536896
37th Ave & Lincoln Way,Lincoln Way & 35th Ave,37.76435852,-122.49662018,37.76475525,-122.49470520
37th Ave & Lincoln Way,Lincoln Way & 34th Ave,37.76435852,-122.49662018,37.76470947,-122.49341583
39th Ave & Quintara St,Quintara St & 39th Ave,37.74761963,-122.49742126,37.74763107,-122.49762726
39th Ave & Quintara St,39th Ave & Rivera St,37.74761963,-122.49742126,37.74596024,-122.49730682
39th Ave & Quintara St,Sunset Blvd & Quintara St,37.74761963,-122.49742126,37.74806976,-122.49476624
39th Ave & Rivera St,Quintara St & 39th Ave,37.74596024,-122.49730682,37.74763107,-122.49762726
39th Ave & Rivera St,Sunset Blvd & Rivera St,37.74596024,-122.49730682,37.74607849,-122.49479675
39th Ave & Rivera St,Quintara St & 41st Ave,37.74596024,-122.49730682,37.74768066,-122.49951935
42nd Ave & Clement St,43rd Ave & Clement St,37.78108597,-122.50299072,37.78100586,-122.50423431
42nd Ave & Clement St,Point Lobos Ave & 42nd Ave,37.78108597,-122.50299072,37.77965164,-122.50285339
42nd Ave & Clement St,43rd Ave & Point Lobos Ave,37.78108597,-122.50299072,37.77978516,-122.50414276
43rd Ave & Clement St,V.A. Hospital,37.78100586,-122.50423431,37.78182602,-122.50410461
43rd Ave & Clement St,42nd Ave & Clement St,37.78100586,-122.50423431,37.78108597,-122.50299072
43rd Ave & Clement St,Point Lobos Ave & 42nd Ave,37.78100586,-122.50423431,37.77965164,-122.50285339
43rd Ave & Point Lobos Ave,Point Lobos Ave & 42nd Ave,37.77978516,-122.50414276,37.77965164,-122.50285339
43rd Ave & Point Lobos Ave,43rd Ave & Clement St,37.77978516,-122.50414276,37.78100586,-122.50423431
43rd Ave & Point Lobos Ave,42nd Ave & Clement St,37.77978516,-122.50414276,37.78108597,-122.50299072
45th Ave & Balboa St,Cabrillo St & 47th Ave,37.77524185,-122.50579834,37.77342224,-122.50776672
45th Ave & Balboa St,Cabrillo St & La Playa St,37.77524185,-122.50579834,37.77356339,-122.50997925
45th Ave & Balboa St,Fulton St & 46th Ave,37.77524185,-122.50579834,37.77159119,-122.50704193
45th Ave & Cabrillo St,Fulton St & 46th Ave,37.77357483,-122.50566864,37.77159119,-122.50704193
45th Ave & Cabrillo St,Balboa St & 43rd Ave,37.77357483,-122.50566864,37.77548218,-122.50361633
45th Ave & Cabrillo St,Fulton St & 43rd Ave,37.77357483,-122.50566864,37.77161026,-122.50329590
46th Ave & Irving St,Judah St & 46th Ave,37.76237488,-122.50614166,37.76049423,-122.50582886
46th Ave & Irving St,Lincoln Way & 47th Ave,37.76237488,-122.50614166,37.76418686,-122.50740814
46th Ave & Irving St,Judah St & La Playa St,37.76237488,-122.50614166,37.76036453,-122.50901031
46th Ave & Judah St,Judah St & 46th Ave,37.76051712,-122.50601196,37.76049423,-122.50582886
46th Ave & Judah St,Judah St & La Playa St,37.76051712,-122.50601196,37.76036453,-122.50901031
46th Ave & Judah St,Judah St & 43rd Ave,37.76051712,-122.50601196,37.76059723,-122.50257111
46th Ave & Kirkham St,Judah St & 46th Ave,37.75865555,-122.50588989,37.76049423,-122.50582886
46th Ave & Kirkham St,Judah St & La Playa St,37.75865555,-122.50588989,37.76036453,-122.50901031
46th Ave & Kirkham St,Judah St & 43rd Ave,37.75865555,-122.50588989,37.76059723,-122.50257111
46th Ave & Lawton St,Judah St & 46th Ave,37.75678253,-122.50575256,37.76049423,-122.50582886
46th Ave & Lawton St,46th Ave & Judah St,37.75678253,-122.50575256,37.76051712,-122.50601196
46th Ave & Lawton St,Noriega St & 46th Ave,37.75678253,-122.50575256,37.75303268,-122.50571442
46th Ave & Lincoln Way,Lincoln Way & La Playa St,37.76403427,-122.50611115,37.76392746,-122.50956726
46th Ave & Lincoln Way,Lincoln Way & Great Hwy,37.76403427,-122.50611115,37.76412964,-122.51005554
46th Ave & Lincoln Way,46th Ave & Judah St,37.76403427,-122.50611115,37.76051712,-122.50601196
46th Ave & Moraga St,Noriega St & 46th Ave,37.75492477,-122.50562286,37.75303268,-122.50571442
46th Ave & Moraga St,Noriega St & 45th Ave,37.75492477,-122.50562286,37.75293732,-122.50444794
46th Ave & Moraga St,Noriega St & 48th Ave,37.75492477,-122.50562286,37.75293350,-122.50785065
46th Ave & Noriega St,Noriega St & 46th Ave,37.75283051,-122.50532532,37.75303268,-122.50571442
46th Ave & Noriega St,Noriega St & 45th Ave,37.75283051,-122.50532532,37.75293732,-122.50444794
46th Ave & Noriega St,Noriega St & 44th Ave,37.75283051,-122.50532532,37.75315857,-122.50308990
46th Ave & Ortega St,Ortega St & 48th Ave,37.75118637,-122.50536346,37.75098038,-122.50749969
46th Ave & Ortega St,Noriega St & 46th Ave,37.75118637,-122.50536346,37.75303268,-122.50571442
46th Ave & Ortega St,Noriega St & 45th Ave,37.75118637,-122.50536346,37.75293732,-122.50444794
46th Ave & Pacheco St,Quintara St & 46th Ave,37.74933243,-122.50524139,37.74742889,-122.50486755
46th Ave & Pacheco St,Ortega St & 48th Ave,37.74933243,-122.50524139,37.75098038,-122.50749969
46th Ave & Pacheco St,Quintara St & 48th Ave,37.74933243,-122.50524139,37.74734116,-122.50700378
